Procédure,Catégorie,DateDePublication,Référence,Objet,AcheteurPublic,LieuDexécution,link,EXTRAIT_DE_PV
AOO ...,Fournitures,22/01/2024,107/2023/S2A,Objet : FOURNITURE ET INSTALLATION DU MATERIELS ET EQUIPEMENTS MEDICAUX DE LA CLINIQUE DE JOUR DE LA VILLE D’AGADIR LOT EQUIPEMENTS DE PNEUMOLOGIE,Acheteur public : Société de Développement Local Agadir Souss Massa Aménagement SA,"MAROC
AGADIR IDA OU TANANE
...",https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770707&orgAcronyme=g3h,"Royaume du Maroc
(X Agadir le 22/01/2024
fii awl wwgw yss6i
oQoNEO O8O [oOo oLEloI CSI
Agadir Souss Massa Aménagement
EXTRAIT DU PROCES VERBAL DES SEANCES D’APPEL D’OFFRES OUVERT
N°107/2023/S2A
Objet : FOURNITURE ET INSTALLATION DU MATERIELS ET EQUIPEMENTS MEDICAUX DE LA CLINIQUE
DE JOUR DE LA VILLE D’AGADIR
LOT EQUIPEMENTS DE PNEUMOLOGIE.
= Date d’ouverture des plis : Vendredi 08/01/2024 a 12h00.
= Lieu d’ouverture des plis : Bureaux de la Société Agadir Souss Massa Aménagement.
=» Journaux ayant publié l’avis de publicité: Le Matin et Assahra Al Maghribia du
14/11/2023.
= Sites électroniques de publication : https: //www.marchespublics.gov.ma/.
= La liste des concurrents ayant déposé un pli :
1. SOCIETE MEDICAL SYSTEMS;
2. SOCIETE DISTAMED.
= Examen des dossiers administratifs, et techniques.
VY Liste des concurrents admissibles avec réserve : Néant.
Y La liste des concurrents écartés : Néant.
= Liste des concurrents écartés dont les documents techniques sont non conformes aux exigences
de CPS:
1. SOCIETE MEDICAL SYSTEMS.
= Montants des offres financiéres des concurrents :
Montant de l'acte Montant de Il’acte d’engagement
d'engagement avant . tee
rectification en DH TTC aprés rectification en DH TTC
= Liste des concurrents évincés a l’issue de l’examen de l’offre financiére : Néant.
="" Concurrents Retenu :
= Justification du choix de l’attributaire : Offre conforme aux exigences du Réglement de
consultation et moins disante.
"" Date d’achévement des travaux de la commission : 22/01/2024 @ 15h30.
POUR LE PRESIDENT DE LA COMMISSION
{pn Masy \ =z
( r \%\ Directeur du pole support
e:¢) | M. FIKRI LEHMAME
1/1
EXTRAIT DU PROCES VERBAL DES SEANCES D’APPEL D’OFFRES OUVERT N°107/2023/S2A
"
AOO ...,Fournitures,22/01/2024,114/2023/S2A,Objet : FOURNITURE ET INSTALLATION DU MATERIELS ET EQUIPEMENTS MEDICAUX DE LA CLINIQUE DE JOUR DE LA VILLE D’AGADIR LOT ÉQUIPEMENT SYNOPTOPHORE,Acheteur public : Société de Développement Local Agadir Souss Massa Aménagement SA,"MAROC
AGADIR IDA OU TANANE
...",https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770705&orgAcronyme=g3h,"Royaume du Maroc
p Agadir le 22/01/2024
@
fii awl wwgw yss6i
oQoNEO O8O [oOo oLEloI CSI
Agadir Souss Massa Aménagement
EXTRAIT DU PROCES VERBAL DES SEANCES D’APPEL D’OFFRES OUVERT
N°114/2023/S2A
Objet : FOURNITURE ET INSTALLATION DU MATERIELS ET EQUIPEMENTS MEDICAUX DE LA CLINIQUE
DE JOUR DE LA VILLE D’AGADIR
LOT EQUIPEMENT SYNOPTOPHORE
= Date d’ouverture des plis : Jeudi 04/01/2024 a 10h00.
= Lieu d’ouverture des plis : Bureaux de la Société Agadir Souss Massa Aménagement.
=» Journaux ayant publié l’avis de publicité: Le Matin et Assahra Al Maghribia du
24/11/2023.
= Sites électroniques de publication : https://www.marchespublics.gov.ma/.
= La liste des concurrents ayant déposé un pli :
1. SOCIETE KIT MED SLAOUI ET CIE ;
= Examen des dossiers administratifs, et techniques.
VY Liste des concurrents admissibles avec réserve : Néant.
Y La liste des concurrents écartés : Néant.
= Liste des concurrents écartés dont les documents techniques sont non conformes aux exigences
de CPS : Néant.
= Montants des offres financiéres des concurrents :
Montant de l'acte Montant de Il’acte d’engagement
d engagement avant . spe ae
rectification en DH TTC aprés rectification en DH TTC
= Liste des concurrents évincés a l’issue de l’examen de l’offre financiére : Néant.
="" Concurrents Retenu :
= Justification du choix de l’attributaire : Offre conforme aux exigences du Réglement de
consultation et moins disante.
"" Date d’achévement des travaux de la commission : 22/01/2024 @ 11h30.
POUR LE PRESIDENT DE LA COMMISSION
/ EMSS Si AGADIR SOUS MASSA AKENAGEMENT
i N\% \ Directeur du pole support
(x) | M. FIKRI LEHMAME
1/1
EXTRAIT DU PROCES VERBAL DES SEANCES D’APPEL D’OFFRES OUVERT N°114/2023/S2A
"
AOO ...,Fournitures,22/01/2024,119/2023/S2A,Objet : FOURNITURE ET INSTALLATION DU MOBILIER DE BUREAU DU CENTRE DE REEDUCATION PHYSIQUE ET DU CENTRE DE DIAGNOSTIC DE LA TUBERCULOSE ET DES MALADIES RESPIRATOIRES (CDTMR) ET CLINIQUE DE JOUR DE LA VILLE D’AGADIR ...,Acheteur public : Société de Développement Local Agadir Souss Massa Aménagement SA,"MAROC
AGADIR IDA OU TANANE
...",https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770706&orgAcronyme=g3h,"Royaume du Maroc
(X Agadir le 22/01/2024
oQoNEO O80 CaoOOo oLElo{C8I
Agadir Souss Massa Aménagement
EXTRAIT DU PROCES VERBAL DES SEANCES D’APPEL D’OFFRES OUVERT
N°119/2023/S2A
Objet : FOURNITURE ET INSTALLATION DU MOBILIER DE BUREAU DU CENTRE DE
REEDUCATION PHYSIQUE ET DU CENTRE DE DIAGNOSTIC DE LA TUBERCULOSE ET DES
MALADIES RESPIRATOIRES (CDTMR) ET CLINIQUE DE JOUR DE LA VILLE D’AGADIR.
= Date d’ouverture des plis : Vendredi 05/01/2024 a 12h00.
= Lieu d’ouverture des plis : Bureaux de la Société Agadir Souss Massa Aménagement.
=» Journaux ayant publié l’avis de publicité: Le Matin et Assahra Al Maghribia du
02/12/2023 et 26/12/2023.
= Sites électroniques de publication : https: //www.marchespublics.gov.ma/.
= La liste des concurrents ayant déposé un pli :
1. SOCIETE RENOVI;
2. SOCIETE UNADRAZ;
3. SOCIETE MAROC BUREAU;
4. SOCIETE ALAMA VERT TD;
5. SOCIETE MAROC EQUIPEMENT GENERAL;
6. SOCIETE RAM MEDIA.
= Examen des dossiers administratifs, et techniques.
Y Liste des concurrents admissibles avec réserve : Néant.
Y La liste des concurrents écartés : Néant.
= Liste des concurrents évincés a l’issue de l’examen de l’offre technique : Néant.
= Montants des offres financiéres des concurrents :
Montant de I’acte
' Montant de I’acte d’engagement
d engagement avant és rectification en DH TTC
rectification en DH TTC “Lees
SOCIETE RENOVI 2.747.316 ,00 2.747.316 ,00
SOCIETE UNADRAZ 3.012.564,00 3.012.564,00
SOCIETE MAROC BUREAU 3.234.246,00 3.234.246,00
SOCIETE ALAMA VERT TD 3.066.360,00 3.066.360,00
SOCIETE MAROC EQUIPEMENT 2.969.328.00 2.969.328.00
GENERAL ~ ~
SOCIETE RAM MEDIA 2.465.911,68 2.465.911,68
= Liste des concurrents évincés a l’issue de l’examen de l’offre financiére : Néant.
="" Concurrents Retenu :
Mentant en DH TTC
SOCIETE RAM MEDIA 2.465.911,68
= Justification du choix de l’attributaire : Offre conforme aux exigences du Réglement de
consultation et moins disante. - ps
= Date d’achévement des travaux de la commission : 22/01/2024 4 12h30._ ?- ;
POUR LE PRESIDENT DE LA COMMISSION
/<SE MASS se AGRDIR SOUS MASSA AMENAGEMENT
($/ \%\\ Directeur du pole support
e:¢) | M. FIKRI LEHMAME
OS » AS /
EXTRAIT DU PROCES VERBAL DES SEANCES D’APPEL D’OFFRES OUVERT N°119/2023/S2A
"
AOO ...,Fournitures,22/01/2024,123/2023/S2A,Objet : FOURNITURE ET INSTALLATION DU MATERIELS ET EQUIPEMENTS MEDICAUX DE LA CLINIQUE DE JOUR DE LA VILLE D’AGADIR LOT MATERIELS D’ORTHOPTIE,Acheteur public : Société de Développement Local Agadir Souss Massa Aménagement SA,"MAROC
AGADIR IDA OU TANANE
...",https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770704&orgAcronyme=g3h,"Royaume du Maroc
p Agadir le 22/01/2024
@
fii awl wwgw yss6i
oQoNEO O8O [oOo oLEloI CSI
Agadir Souss Massa Aménagement
EXTRAIT DU PROCES VERBAL DES SEANCES D’APPEL D’OFFRES OUVERT
N°123/2023/S2A
Objet : FOURNITURE ET INSTALLATION DU MATERIELS ET EQUIPEMENTS MEDICAUX DE LA CLINIQUE
DE JOUR DE LA VILLE D’AGADIR
LOT MATERIELS D’ORTHOPTIE
= Date d’ouverture des plis : Vendredi 05/01/2024 4 10h00.
= Lieu d’ouverture des plis : Bureaux de la Société Agadir Souss Massa Aménagement.
=» Journaux ayant publié l’avis de publicité: Le Matin et Assahra Al Maghribia du
08/12/2023.
= Sites électroniques de publication : https: //www.marchespublics.gov.ma/.
= La liste des concurrents ayant déposé un pli :
1. SOCIETE KIT MED SLAOUI ET CIE ;
= Examen des dossiers administratifs, et techniques.
VY Liste des concurrents admissibles avec réserve : Néant.
Y La liste des concurrents écartés : Néant.
= Liste des concurrents écartés dont les documents techniques sont non conformes aux exigences
de CPS : Néant.
= Montants des offres financiéres des concurrents :
Montant de l'acte Montant de Il’acte d’engagement
d engagement avant . sees
rectification en DH TTC aprés rectification en DH TTC
= Liste des concurrents évincés a l’issue de l’examen de l’offre financiére : Néant.
="" Concurrents Retenu :
= Justification du choix de l’attributaire : Offre conforme aux exigences du Réglement de
consultation et moins disante.
"" Date d’achévement des travaux de la commission : 22/01/2024 a@ 10h30.
POUR LE PRESIDENT DE LA COMMISSION
/SS MASS SH AGADIRSDUSS MASSA AWENAGEMENT
i N\% \ Directeur du pole support
(x) | M. FIKRI LEHMAME
1/1
EXTRAIT DU PROCES VERBAL DES SEANCES D’APPEL D’OFFRES OUVERT N°123/2023/S2A
"
AOO ...,Fournitures,22/01/2024,09/2023,"Objet : ACHAT DE BACS A ORDURES MENAGERES, COMMUNE DCHEIRA EL JIHADIA PREFECTURE D’INEZGANE AIT MELLOUL",Acheteur public : Commune urbaine de DCHEIRA ELJIHADIA,INEZGANE-AIT MELLOUL,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770696&orgAcronyme=f9f,"ROYAUME DU MAROC
MINISTERE DE L'INTERIEUR
PREFECTURE D’INEZGANE AIT MELLOUL
COMMUNE DCHEIRA EL JIHADIA ,
DIRECTION DES SERVICES
DIVISION DES AFFAIRES ECONOMIQUES ET FINANCIERES
SERVICE MARCHES
RESULTAT DEFINITIF
D’?APPEL D’OFFRES OUVERT N° 09/2023
o Maitre d’ouvrage : Commune Dcheira El Jihadia
* Objet de marché : Achat de Bac a ordures ménagéres. Commune Dcheira El
jihadia Préfecture d’Inezgane Ait Melloul.(Réservé aux PME
nationales, les Coopératives ou les unions de coopératives
et les auto-entrepreneurs)
Date
Date d’achévement
ingestion Objet du lot d’ouverture des sravaux Concurrent retenu ee
des plis ea
commission
du jur
Achat de Bac a ordures
ménagéres. Commune Dcheira
EI jihadia Préfecture d’Inezgane pe
Lot unique | Ait Melloul.(Réservé aux PME 28/11/2023 | 12/12/2023 | Société DISTAIN 662 880.00
nationales, les Coopératives ou
les unions de coop6€ratives et les
auto-entrepreneurs
> Lieu d’ouverture des plis : Salle de réunion n° 108 Hotel de ville
> Date d’ouverture des plis : 28/11/2023
a eee
Fait a
Dcheira El Jihadia le :
Signé le Président de la C.D.J
« Commune Dcheira Jihadia Tel/fax : 0528-83-62-1 1» # ir, 4
"
AOO ...,Fournitures,22/01/2024,09/2023,"Objet : ACHAT DE BACS A ORDURES MENAGERES, COMMUNE DCHEIRA EL JIHADIA PREFECTURE D’INEZGANE AIT MELLOUL",Acheteur public : Commune urbaine de DCHEIRA ELJIHADIA,INEZGANE-AIT MELLOUL,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770695&orgAcronyme=f9f,
AOO ...,Fournitures,22/01/2024,08/2023,Objet : ÉQUIPEMENTS DU CENTRE DES ENFANTS EN SITUATION DIFFICILE COMMUNE DCHEIRA EL JIHADIA PREFECTURE D’INEZGANE AIT MELLOUL,Acheteur public : Commune urbaine de DCHEIRA ELJIHADIA,INEZGANE-AIT MELLOUL,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770694&orgAcronyme=f9f,"ROYAUME DU MAROC
MINISTERE DE L'INTERIEUR
PREFECTURE D’INEZGANE AIT MELLOUL
COMMUNE DCHEIRA EL JIHADIA
DIRECTION DES SERVICES
DIVISION DES AFFAIRES ECONOMIQUES ET FINANCIERES
SERVICE MARCHES
RESULTAT DEFINITIF
D’APPEL D’OFFRES OUVERT N° 08/2023
o Maitre d’ouvrage : Commune Dcheira E] Jihadia
* Objet de marché : EQUIPEMENTS DU CENTRE DES ENFANTS EN SITUATION DIFFICILE
COMMUNE DCHEIRA EL JIHADIA PREFECTURE D’INEZGANE AIT MELLOUL
Date
Bute d’achévement
Indication ‘ ‘ des travaux Montant de
du lot Objet du lot d ouverture de la Concurrent retenu lintire vetenwn
des plis ss
commission
du jur
EQUIPEMENTS DU CENTRE
DES ENFANTS EN SITUATION Société BIG 1179 195.60
Lot unique | DIFFICILE COMMUNE DCHEIRA | 28/11/2023 | 12/12/2023 °
EL JIHADIA PREFECTURE SOUSS IMMO
D’INEZGANE AIT MELLOUL
> Lieu d’ouverture des plis : Salle de réunion n° 108 Hotel de ville
> Date d’ouverture des plis : 28/11/2023
ee Président de la Commune de Dcheira El Jihadia
Fait a
Dcheira El Jihadia le :
Signé le Président de la C.D.J
/
« Commune Dcheira Jihadia Tel/fax : 0528-83-62-11»
4
"
AOO ...,Fournitures,22/01/2024,08/2023,Objet : ÉQUIPEMENTS DU CENTRE DES ENFANTS EN SITUATION DIFFICILE COMMUNE DCHEIRA EL JIHADIA PREFECTURE D’INEZGANE AIT MELLOUL,Acheteur public : Commune urbaine de DCHEIRA ELJIHADIA,INEZGANE-AIT MELLOUL,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770692&orgAcronyme=f9f,"ROYAUME DU MAROC
MINISTERE DE L'INTERIEUR
PREFECTURE D’INEZGANE AIT MELLOUL
COMMUNE DCHEIRA EL JIHADIA
DIRECTION DES SERVICES
DIVISION DES AFFAIRES ECONOMIQUES ET FINANCIERES
SERVICE MARCHES
EXTRAIT DU PROCES VERBAL
D’APPEL D’OFFRES OUVERT N° 08/2023
EQUIPEMENTS DU CENTRE DES ENFANTS EN SITUATION DIFFICILE COMMUNE DCHEIRA EL JIHADIA
PREFECTURE D’INEZGANE AIT MELLOUL
> Maitre d’ouvrage : Commune Dcheira El Jihadia
> Date d’ouverture des plis 1° séance —_; 28/11/2023
2°™° séance —: 12/12/2023
> Lieu d’ouverture des plis : Salle de réunion n° 108 Hotel de ville
> Journaux ayant publié l’avis de publicité :
7 LE MATIN : N° 17854 du 03/11/2023
= — ASSAHRAA : N° 11656 du 03/11/2023
® LE MATIN : N° 17 862 du 16/11/2023
7 ASSAHRAA : N° 11 666 du 16/11/2023
> Sites électroniques de publication de l’avis ;
Portail : www.Marchespublics.gov.ma du 03/11/2023
> Liste des concurrents ayant déposé un pli: |
Société SACOTRAD
Société EVOLUTION NEGOCE
Société BIG SOUSS IMMO ,
Société FATOUAKI NEGOCE
Société ATLANTIQUE TRAVAUX SAHARA
Société AGASCENE
Société SOUSAMIS NEGOCE
Société AVENIR NEGOCE
Société ZINA MARKETING NEGOCE
- Liste des concurrents évincés a l’issue de l’examen des dossiers administratifs
techniques, et offres techniques: -
Société SACOTRAD |
Société ATLANTIQUE TRAVAUX SAHARA
Société SOUSAMIS NEGOCE
> Listes des concurrents admissibles sans réserves :
Société EVOLUTION NEGOCE
Société BIG SOUSS IMMO
Société FATOUAKI NEGOCE
Société AGASCENE
Société AVENIR NEGOCE
Société ZINA MARKETING NEGOCE
« Commune Dcheira Jihadia Tel/fax : 0528-83-62-11»
> Listes des concurrents admissibles avec réserves : Etat néant
> Evaluation globale des offres des concurrents :
Montant des offres | Montant des offres
Nom des concurrents TTC avant TTC aprés
vérification vérification
Société EVOLUTION NEGOCE 1 161 146.40 1 161 146.40
Société BIG SOUSS IMMO 1 179 195.60 1 179 195.60
Société FATOUAKI NEGOCE 1 155 130.80 1 155 130.80
Société AGASCENE I 144 230.00 1 140 630.00
Société AVENIR NEGOCE 1 598 457.60 1 598 457.60
Société ZINA MARKETING NEGOCE 1 186 448.40 1 186 448.40
> Liste des concurrents écartés (Excessive):
Société AVENIR NEGOCE
> Concurrent retenu :
Société BIG SOUSS IMMO 1179 195.60
> Justification du choix de l’attributaire :
- évaluation des dossiers administratif et technique jugées conformément aux dispositions de l’article 43 et
44 du Décret n° 2-22-431 précité
- Offre financiére la mieux—disante par rapport au prix de référence.
Date d’achévement des travaux de la commission (ou du jury): 17/10/2023
Fait a : Dcheira El Jihadia
Le:
Signé le Président de la Commune
Deheira El Jihadia /.
| f / |
« Commune Dcheira Jihadia Tel/fax : 0528-83-62-1 1»
a
"
AOO ...,Fournitures,22/01/2024,160DR1/CE/2023,Objet : Acquisition des groupes électrogènes,Acheteur public : OFFICE NATIONAL DE L'ELECTRICITE ET DE L'EAU POTABLE - BRANCHE EAU,AGADIR IDA OU TANANE,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770685&orgAcronyme=d4q,"Office National de |’Electricité et de |l'Eau Potable
SS mSLeall lll 5 ob gSU bo gil 2S EXTRAIT DU PROCES VERBAL
~ ° - DES SEANCES D'EXAMEN DES OFFRES
Direction Regionale du Sud
DR1/C - DIVISION ACHATS DR1
Appel d'offres Ouvert N° : 160/DR1/CE/2023 relatif a:
Objet : Acquisition des groupes électrogenes
- Date et heure d'ouverture des plis : 11/12/2023 10:00 (Ouverture en un seul temps)
- Lieu d'ouverture des plis : au Siége de la Direction Régionale du Sud (DR1) - Rue 18
Novembre Quartier Industriel - Agadir - Maroc
- Journaux ayant publié l'avis initial de publicité :
JOURNAL DATE DE PUBLICATION
Assahra Al Maghribia  (Arabe) 14/11/2023
Le Matin (Francais) 14/11/2023
- Date de publication dans le portail des marchés publics : 14/11/2023
- Liste des concurrents ayant déposé un pli :
CONCURRENT PAYS
- Liste des concurrents écartés :
CONCURRENT PHASE DE REJET
SEHI - Offre de base Offre Technique
- Liste des concurrents dont les offres financiéres ont été ouvertes :
CONCURRENT MONTANT AVANT MONTANT APRES
VERIFICATION VERIFICATION
2.314.020, 00 MAD 2-314-020,00 MAD
2.391.192, 00 MAD 2-391-192,00 MAD
2.524-890,00 MAD 2-524. 890,00 MAD
2-674-216,00 MAD 2-678. 176,00 MAD
3.275.040, 00 MAD 3-275 -040,00 MAD
3287-851, 19 MAD 3-287. 851,19 MAD
Page 1 de 2
Office National de |’Electricité et de |l'Eau Potable
pS peSLeall cll y cle gS cb gil 2S EXTRAIT DU PROCES VERBAL
- - DES SEANCES D'EXAMEN DES OFFRES
Direction Regionale du Sud
DR1/C - DIVISION ACHATS DR1
Appel d'offres Ouvert N° : 160/DR1/CE/2023 relatif a:
Objet : Acquisition des groupes électrogenes
- Concurrent attributaire :
Concurrent attributaire Montant TTC Délai d'exécution
SOFA - Offre de base 2.391.192,00 MAD
- Criteére du choix de l'offre la plus avantageuse : Moins-disant
- Date d'achévement des travaux de la commission : 22/01/2024
Pour le président de la commission
Page 2 de 2
"
AOO ...,Travaux,22/01/2024,22/2017/DRATTH,"Objet : Travaux de génie civil et d’équipement des bornes d’irrigation, y compris fourniture et pose de conduites de raccordement pour aménagement hydro agricole du périmètre d’irrigation d’Asjen, Province d’Ouezzane. ...",Acheteur public : DIRECTEUR REGIONAL D'AGRICULTURE DE LA REGION TANGER - TETEOUAN - ALHOCAIMA,OUEZZANE,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770684&orgAcronyme=q1s,
AOO ...,Travaux,22/01/2024,43DRM_ANP2023,Objet : TRAVAUX D’ENTRETIEN PREVENTIF SYSTÉMATIQUE ET D’ENTRETIEN CURATIF DES RESEAUX D'EAU POTABLE DES PORTS DE NADOR ET DE RAS KEBDANA,Acheteur public : AGENCE NATIONALE DES PORTS/ DIRECTION REGIONALE MEDITERANNEE,NADOR,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770683&orgAcronyme=o8p,"AGENCE NATIONALE DES PORTS
DIRECTION DU PORT DE NADOR ET REGION
EXTRAIT DU PROCES VERBAL
D'APPEL D'OFFRE OUVERT N° 43DRM_ANP2023
="" Date d’ouverture des plis : 04/01/2024 a 10h00
"" Lieu d’ouverture des plis : Direction du Port de Nador et Région
* Journaux ayant publié l’avis de publicité : ALBAYANE FRANCAIS et BAYANE ALYAOUME du 12/12/2023
="" Sites électroniques de publication :www.marchespublics.gov.ma et www.anp.org.ma en date du 12/12/2023
® -oncurrents ayants déposé leurs offres sur le portail des marchés publics :
e © STE KIKTRAV e Grp : DOUAA BINAA - ATLENT e HAJJI ELECTRO
e STE KSBID e STE SAKAT e Grp: SONATRIND - SOBERTRA
e MAGIC WORKS e EMPEGEC e Grp: GLOBAL BUILDERS - ECTD
S oncurrents écartés a l’issue de l’ouverture des dossiers administratifs e echniques :
1- Grp: DOUAA BINAA - ATLENT
*  Concurrents admis :
e STE KIKTRAV e HAJJLELECTRO e Grp: SONATRIND - SOBERTRA
e €©STE KSBID e §€©STE SAKAT e Grp: GLOBAL BUILDERS - ECTD
e MAGIC WORKS e EMPEGEC
""  Montants des actes d’engagement des concurrents :
SSTERMTRAV | 772.8880 1.772.844 00
‘STeKSID | SSS«850.00000————=SS«|SCS*~*wCRSO.ODOQSSSCS
fmacicworss | i.773.880.00——=SSS«|SCS*~«w BOOS
stesamaT | 8868.17200——|SSS*~«wBAT SC
HAUIELECTRO | «8681.580,00 = SSS«|SS*~*~«wCO BOQ
"" Concurrents écartés: Néant
*"" Concurrent retenu :
STE KSBID 1.350.000,00
* Justification du choix de l’attributaire : L’offre la moins-disante.
Fait a Nador, le : 18/01/2024
LE DIRECT DURORT DE napor!“
f - » oN \
2 ( cook act
. <n \ é ee j
Fay teio™™
D. LEFDAOUI
7
Oe
"
AOO ...,Fournitures,22/01/2024,24055/E1/PM,Objet : FOURNITURE DE RADIATEURS DE REFROIDISSEMENT,Acheteur public : OFFICE NATIONAL DES CHEMINS DE FER,CASABLANCA,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770679&orgAcronyme=o8p,"Zoncr
ROYAUME DU MAROC
| MINISTERE DU TRANSPORT ET DE LA LOGISTIQUE
OFFICE NATIONAL DES CHEMINS DE FER
DIRECTION ACHATS
EXTRAIT DU PROCES VERBAL D’APPEL D’OFFRES N° 24055/E1/PM

-Objet: FOURNITURE DE RADIATEURS DE REFROIDISSEMENT.
| -Maitre d’ouvrage ..............: M. le Directeur du Péle Matériel.
| -Date d’ouverture des plis : 07/12/2023.

-Lieu d’ouverture des plis..: Siége de l’ONCF

-Journaux de publication. : AUJOURD’HUI LE MAROC du 03 au 06/11/2023 ;

RISSALAT AL OMMA du 03/11/2023.
-Site électronique de publication : www.marchespublics.gov.ma PORTAIL MAROCAIN DES MARCHES PUBLICS,
www.oncf.ma Site institutionnel ONCF

Estimation...........ssseee-222 360.000,00 DH/TTC.

Liste de la société ayant déposé leur offre:
| - ELECTRO MAINTENANCE

Liste du concurrent admissible sans réserves aprés examen du dossier administratif et technique :

- ELECTRO MAINTENANCE

Liste du concurrent admissible aprés étude de l’offre technique:

- ELECTRO MAINTENANCE

Résultat d’ouverture de l’offre financiére :
| ELECTRO MAINTENANCE 252.000,00 DH/TTC
| Concurrent retenu aprés la vérification arithmétique :

ELECTRO MAINTENANCE 252.000,00 DH/TTC
Justification du choix de I’attributaire ................00.61 Unique Offre conforme.
Date d’achévement des travaux de la commission : 18/01/2024.
‘Signé : Nad TADRHOUT
Rabat, le 18/01/2024

rere -
Ay
Zoncr
ROYAUME DU MAROC
MINISTERE DU TRANSPORT ET DE LA LOGISTIQUE
OFFICE NATIONAL DES CHEMINS DE FER
DIRECTION ACHATS
RESULTATS DEFINITIFS
DE L’APPEL D’OFFRES OUVERT N° 24055/E1/PM
e Maitre d’ouvrage : M. le Directeur du Péle Matériel.
Date
Date et d'achévement
Indication Obierduiot heure des Concurrent Montant de I'offre
du lot J d'ouverture | travaux de la retenu Retenue
des plis commission
FOURNITURE DE
Lot 07/12/2023 ELECTRO
unica: RADIATEURS DE 14400 18/01/2024 MAINTENANCE 252.000,00 DH/TTC.
REFROIDISSEMENT
= Tet ayfial TADRHOUT
Rabat, le 18/01/2024
"
AOO ...,Fournitures,22/01/2024,P5566/DSID,Objet : MAINTENANCE DE LA SOLUTION LOGICIELLE PROMODAG REPORTS POUR EXCHANGE SERVER,Acheteur public : OFFICE NATIONAL DES CHEMINS DE FER,RABAT,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770680&orgAcronyme=o8p,"Ly
="" ONCF
ROYAUME DU MAROC
MINISTERE DU TRANSPORT ET DE LA LOGISTIQUE
OFFICE NATIONAL DES CHEMINS DE FER
DIRECTION ACHATS
EXTRAIT DU PROCES VERBAL D’APPEL D’OFFRES N° P5566/DSID
-Objet...........csceeeeee 2 MAINTENANCE DE LA SOLUTION LOGICIELLE PROMODAG REPORTS POUR EXCHANGE SERVER.
-Maitre d’ouvrage ..:_ Mme. la Directrice des Systemes d’Information et Digital.
-Date d’ouverture des plis : 14/12/2023
-Lieu d’ouverture des plis..: Les bureaux de la direction des achats de l’ONCF.
-Journaux de publication. : LES INSPIRATIONS ECO du 20/11/2023 ;
AL HARAKA 20/11/2023.
-Site électronique de publication : www.marchespublics.gov.ma PORTAIL MAROCAIN DES MARCHES PUBLICS,
www.oncf.ma Site institutionnel ONCF

Estimation : 74.400,00 DH/TTC/AN.
Liste des sociétés ayant déposé leurs offres :
- AGORA TECHNOLOGY.
Liste des concurrents admissibles sans réserves aprés examen des dossiers administratifs et techniques :
- AGORA TECHNOLOGY.
Liste des concurrents admissibles aprés examen de |’offre technique:
- AGORA TECHNOLOGY.
Résultat d’ouverture de l’offre financiére :
Concurrent retenu aprés vérification arithmétique :

| AGORATECHNOLOGY | ~~ AGORA TECHNOLOGY | 73.800,00/aN Cao
Justification du choix de l’attributaire .....................1 Unique offre conforme.
Date d’achévement des travaux de la commission : 18/01/2024

Rabat, le 18/01/2024
le président de la commission d’appel d’offres
e TADRHOUT
Dp
= ONCF
ROYAUME DU MAROC
MINISTERE DU TRANSPORT ET DE LA LOGISTIQUE
OFFICE NATIONAL DES CHEMINS DE FER
DIRECTION ACHATS
RESULTATS DEFINITIFS
DE L’APPEL D’OFFRES OUVERT N° P5566/DSID
e Maitre d’ouvrage : Mme. la Directrice des Systemes d’lnformation et Digital.
Date
— d'achévement
Indication . Bho ER EME des Concurrent Montant de I'offre
Objet du lot d'ouverture
du lot , travaux de la retenu retenue
des plis ae
commission
MAINTENANCE DE
LA SOLUTION
Lot LOGICIELLE 14/12/2023 AGORA
weique PROMODAG 5 14H00 18/01/2024 TECHNOLOGY 73.800,00 DH/TTC/AN.
REPORTS POUR
EXCHANGE SERVER.
Rabat, le 18/01/2024
le président de la commission d’appel d’offres
“aa
"
